baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	Dot	Entrez	Symbol	Genename	Log10_p_val
204.342722681743	1.14247794349924	0.302871336636072	3.77215604549608	0.000161842982589552	0.0405624755221586	ENSG00000025039	15	58528	RRAGD	Ras related GTP binding D	1.39187554793493
73.6377447979338	1.71405960145436	0.421339675306277	4.06811819990222	4.73943397068929e-05	0.0227589047261114	ENSG00000055732	13	55283	MCOLN3	mucolipin TRP cation channel 3	1.64284864222651
31.2448785687169	1.8402021419429	0.424736828268482	4.33257023989377	1.47378621404347e-05	0.0129569440156576	ENSG00000064201	16	10077	TSPAN32	tetraspanin 32	1.88749741772767
52.6796216828113	1.77494190669271	0.322436801868674	5.50477456793417	3.69640955224479e-08	0.000324249045922913	ENSG00000089847	12	170961	ANKRD24	ankyrin repeat domain 24	3.48912129311905
62.6630293614267	1.12200486305495	0.269805838760245	4.15856405558363	3.20254431056901e-05	0.0182366134474989	ENSG00000101605	13	8736	MYOM1	myomesin 1	1.73905580732428
392.853139414618	0.988064438601211	0.245827876049514	4.01933439966018	5.83627863854302e-05	0.023270834644227	ENSG00000102878	17	3299	HSF4	heat shock transcription factor 4	1.63318803979528
77.5977937849594	1.40576275612782	0.350316493946785	4.01283633633695	5.99935100531465e-05	0.0233894697860534	ENSG00000103942	13	9455	HOMER2	homer scaffold protein 2	1.63097962306478
168.767385805069	1.54426785644281	0.360967046713443	4.27814081784796	1.88460788989473e-05	0.0137764836751305	ENSG00000110944	9	51561	IL23A	interleukin 23 subunit alpha	1.86086161808607
29.3203060665897	1.07308182226369	0.275593412908872	3.89371360852703	9.87211925349057e-05	0.0288660766972064	ENSG00000112599	9	2979	GUCA1B	guanylate cyclase activator 1B	1.53961223879121
19.778478588189	1.60997830729508	0.35437595869464	4.54313637196359	5.54233707721855e-06	0.00694534012019444	ENSG00000116690	13	10216	PRG4	proteoglycan 4	2.15830648157406
100.115960656727	1.9286117301399	0.526672911121694	3.66187758932275	0.000250373494977833	0.0499153704078535	ENSG00000117148	8	81569	ACTL8	actin like 8	1.30176570176234
32.0174965095246	0.879607886272699	0.213297526014736	4.12385414264921	3.72584882834914e-05	0.0198079672256234	ENSG00000120049	20	30819	KCNIP2	potassium voltage-gated channel interacting protein 2	1.70316009124553
